 Title = "Transient water balance summary"
VARIABLES ="Time","CritDepth_outlet","CritDepth_rest","Flux_3","NET1 Sources/Sinks","PM","Overland","NET2 Accumulation","ERROR (NET1-NET2)","Error rel","Error percent","Infilt","Exfilt",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
 zone t="abdul"
  4.500000000E+003 -2.775405825E-004  0.000000000E+000  0.000000000E+000 -2.775405825E-004  1.427240434E-004 -4.145689708E-004 -2.718449274E-004 -5.695655103E-006  2.073463897E-002  2.052188206E+000  1.390459399E-004 -2.959057312E-006
  4.600000000E+003 -2.581700996E-004  0.000000000E+000  0.000000000E+000 -2.581700996E-004  1.364610043E-004 -3.880170237E-004 -2.515560194E-004 -6.614080201E-006  2.595150594E-002  2.561907910E+000  1.314697417E-004 -2.366417096E-006
  4.700000000E+003 -2.394868513E-004  0.000000000E+000  0.000000000E+000 -2.394868513E-004  1.295361958E-004 -3.630150931E-004 -2.334788973E-004 -6.007953978E-006  2.540545059E-002  2.508678012E+000  1.248895927E-004 -1.893527470E-006
  4.800000000E+003 -2.219804202E-004  0.000000000E+000  0.000000000E+000 -2.219804202E-004  1.237738043E-004 -3.399729446E-004 -2.161991404E-004 -5.781279841E-006  2.638772029E-002  2.604409811E+000  1.191160717E-004 -1.518272053E-006
  4.900000000E+003 -2.061266649E-004  0.000000000E+000  0.000000000E+000 -2.061266649E-004  1.181704759E-004 -3.191325174E-004 -2.009620415E-004 -5.164623371E-006  2.537345443E-002  2.505558111E+000  1.139301589E-004 -1.216012756E-006
  5.000000000E+003 -1.918620548E-004  0.000000000E+000  0.000000000E+000 -1.918620548E-004  1.143821894E-004 -3.003211462E-004 -1.859389568E-004 -5.923098085E-006  3.135564968E-002  3.087164937E+000  1.092276799E-004 -9.619666194E-007
  5.100000000E+003 -1.786889042E-004  0.000000000E+000  0.000000000E+000 -1.786889042E-004  1.097391470E-004 -2.829765596E-004 -1.732374126E-004 -5.451491596E-006  3.098086921E-002  3.050828265E+000  1.049433554E-004 -7.475524648E-007
  5.200000000E+003 -1.663683212E-004  0.000000000E+000  0.000000000E+000 -1.663683212E-004  1.047586724E-004 -2.668036624E-004 -1.620449900E-004 -4.323331179E-006  2.632859894E-002  2.598650481E+000  1.010176803E-004 -5.627926263E-007
  5.300000000E+003 -1.551002022E-004  0.000000000E+000  0.000000000E+000 -1.551002022E-004  1.011058461E-004 -2.520305724E-004 -1.509247263E-004 -4.175475950E-006  2.728846941E-002  2.692115091E+000  9.744908901E-005 -4.056294258E-007
  5.400000000E+003 -1.451882006E-004  0.000000000E+000  0.000000000E+000 -1.451882006E-004  9.693541817E-005 -2.389362800E-004 -1.420008618E-004 -3.187338808E-006  2.219679804E-002  2.195315318E+000  9.421329399E-005 -2.837186868E-007
  5.500000000E+003 -1.364110525E-004  0.000000000E+000  0.000000000E+000 -1.364110525E-004  9.519802022E-005 -2.272774803E-004 -1.320794601E-004 -4.331592454E-006  3.226626082E-002  3.175396988E+000  9.127703364E-005 -1.890840312E-007
  5.600000000E+003 -1.285694512E-004  0.000000000E+000  0.000000000E+000 -1.285694512E-004  9.177039276E-005 -2.168564456E-004 -1.250860528E-004 -3.483398435E-006  2.746558525E-002  2.709351562E+000  8.863616193E-005 -1.190933212E-007
  5.700000000E+003 -1.215587034E-004  0.000000000E+000  0.000000000E+000 -1.215587034E-004  8.955718715E-005 -2.075157798E-004 -1.179585926E-004 -3.600110756E-006  3.006138442E-002  2.961623196E+000  8.624416699E-005 -6.941911911E-008
  5.800000000E+003 -1.152164904E-004  0.000000000E+000  0.000000000E+000 -1.152164904E-004  8.695122885E-005 -1.990426384E-004 -1.120914095E-004 -3.125080939E-006  2.749645692E-002  2.712355607E+000  8.407786153E-005 -4.185847199E-008
  5.900000000E+003 -1.093240662E-004  0.000000000E+000  0.000000000E+000 -1.093240662E-004  8.336021165E-005 -1.912007376E-004 -1.078405260E-004 -1.483540262E-006  1.366281903E-002  1.357011601E+000  8.210815811E-005 -2.633546487E-008
  6.000000000E+003 -1.037370655E-004  0.000000000E+000  0.000000000E+000 -1.037370655E-004  8.276531159E-005 -1.838103551E-004 -1.010450435E-004 -2.692022044E-006  2.629157456E-002  2.595043565E+000  8.029581997E-005 -1.689314839E-008
